"Movie","ReleaseDate","Distributor","Genre","Rating"
"Ballerina","Jan 16, 2009","First Run Features","Documentary","NR"
"Hanami","Jan 16, 2009","Strand","Drama","NR"
"Of Time and the City","Jan 23, 2009","Strand","Documentary","NR"
"Made in Jamaica","Jan 23, 2009","ArtMattan Productions","Documentary","NR"
"Perro come perro","Jan 23, 2009","","","NR"
"Blessed is the Match: The Life and Death and Hannah Senesh","Jan 28, 2009","Balcony Releasing","Documentary","NR"
"Entre les murs","Jan 30, 2009","Sony Pictures Classics","Drama","NR"
"Luck by Chance","Jan 30, 2009","AdLab Films","Comedy","NR"
"Medicine for Melancholy","Jan 30, 2009","IFC Films","Drama","NR"
"Crips and Bloods: Made in America","Jan 30, 2009","Argot Pictures","","NR"
"Between Love & Goodbye","Jan 30, 2009","Embrem Entertainment","Drama","NR"
"Koski, Senki","Jan 30, 2009","Mitropoulos Films","Drama","NR"
"Our City Dreams","Feb 4, 2009","First Run Features","Documentary","NR"
"The Objective","Feb 4, 2009","IFC Films","Horror","NR"
"2009 Oscar Shorts","Feb 6, 2009","Shorts International","Multiple Genres","NR"
"Absurdistan","Feb 6, 2009","First Run Features","Comedy","NR"
"Dev D","Feb 6, 2009","UTV Communications","","NR"
"Gomorra","Feb 13, 2009","IFC Films","Drama","NR"
"Delhi 6","Feb 13, 2009","UTV Communications","","NR"
"Billo Barber","Feb 13, 2009","","","NR"
"Katyn","Feb 18, 2009","Lorber Films","Drama","NR"
"Examined Life","Feb 25, 2009","Zeitgeist","Documentary","NR"
"An American Affair","Feb 27, 2009","Screen Media Films","Drama","NR"
"Robert Blecker Wants Me Dead","Feb 27, 2009","Atlas Media Group","","NR"
"Scott Walker: 30 Century Man","Feb 27, 2009","","Documentary","NR"
"Mine","Mar 1, 2009","Film Movement","Documentary","NR"
"Maria Larssons eviga ögonblick","Mar 6, 2009","IFC Films","","NR"
"Tokyo!","Mar 6, 2009","","Drama","NR"
"Fados","Mar 6, 2009","Zeitgeist","Drama","NR"
"Yaavarum Nalam","Mar 6, 2009","Big Pictures","","NR"
"Sherman's Way","Mar 6, 2009","","","NR"
"13B","Mar 6, 2009","Big Pictures","","NR"
"Reunion","Mar 6, 2009","The Talking Picture…","","NR"
"Dhoondte Reh Jaoge","Mar 6, 2009","UTV Communications","","NR"
"Dédé, à travers les brumes","Mar 13, 2009","TVA Films","Drama","NR"
"Throw Down Your Heart","Mar 13, 2009","Argot Pictures","Documentary","NR"
"Severed Ways: The Norse Discovery of America","Mar 13, 2009","Magnolia Pictures","Adventure","NR"
"Carmen and Geoffrey","Mar 13, 2009","First Run Features","","NR"
"Skills Like This","Mar 20, 2009","Shadow","Comedy","NR"
"Perestroika","Mar 20, 2009","Strand","","NR"
"The New Twenty","Mar 20, 2009","Wolfe Twenty","","NR"
"Un baiser s'il vous plaît","Mar 27, 2009","Music Box Films","Romantic Comedy","NR"
"Venkovsky ucitel","Mar 27, 2009","Film Movement","Drama","NR"
"Three Monkeys","Mar 27, 2009","Zeitgeist","","NR"
"American Swing","Mar 27, 2009","Magnolia Pictures","Documentary","NR"
"Guest of Cindy Sherman","Mar 27, 2009","Trela","Documentary","NR"
"America Betrayed","Mar 27, 2009","First Run Features","Documentary","NR"
"Tulpan","Apr 1, 2009","Zeitgeist","Comedy","NR"
"Faubourg 36","Apr 3, 2009","Sony Pictures Classics","","NR"
"Rolling","Apr 3, 2009","Indican Pictures","Drama","NR"
"The Escapist","Apr 3, 2009","ThinkFilm","Thriller/Suspense","NR"
"Lifelines","Apr 3, 2009","Kanbar Entertainment","","NR"
"Anvil! The Story of Anvil","Apr 10, 2009","Abramorama Films","Documentary","NR"
"Tera Mera Ki Rishta","Apr 10, 2009","Eros Entertainment","Drama","NR"
"Monster Beach Party","Apr 10, 2009","Indican Pictures","Comedy","NR"
"In a Dream","Apr 10, 2009","International Film …","Documentary","NR"
"Lemon Tree","Apr 17, 2009","IFC Films","","NR"
"Treeless Mountain","Apr 22, 2009","Oscilloscope Pictures","","NR"
"The Garden","Apr 24, 2009","Oscilloscope Pictures","Documentary","NR"
"Nursery University","Apr 24, 2009","Variance Films","","NR"
"The Bride & The Grooms","Apr 24, 2009","Sumbadhat Productions","Romantic Comedy","NR"
"Julia","May 8, 2009","Magnolia Pictures","Thriller/Suspense","NR"
"L'heure d'été","May 15, 2009","IFC Films","Drama","NR"
"Pressure Cooker","May 27, 2009","Bev Pictures","Documentary","NR"
"Youssou N'Dour: I Bring What I Love","Jun 12, 2009","Shadow","Documentary","NR"
"New York","Jun 26, 2009","Yash Raj Films","","NR"
"Les plages d'Agnès","Jul 1, 2009","Cinema Guild","Documentary","NR"
"Kambakkht Ishq","Jul 3, 2009","Eros Entertainment","Romantic Comedy","NR"
"Yoo-Hoo, Mrs. Goldberg","Jul 10, 2009","International Film …","Documentary","NR"
"The Wonder of it All","Jul 17, 2009","Indican Pictures","Documentary","NR"
"Anonyma - Eine Frau in Berlin","Jul 17, 2009","Strand","Drama","NR"
"The Way We Get By","Jul 17, 2009","International Film …","Documentary","NR"
"In the Loop","Jul 24, 2009","IFC Films","Black Comedy","NR"
"Love Aaj Kal","Jul 31, 2009","Eros Entertainment","Romantic Comedy","NR"
"Flammen og Citronen","Jul 31, 2009","IFC Films","Thriller/Suspense","NR"
"You, The Living","Jul 31, 2009","Palisades","","NR"
"Act of God","Jul 31, 2009","Zeitgeist","","NR"
"Beeswax","Aug 7, 2009","Cinema Guild","Comedy","NR"
"Mutluluk","Aug 7, 2009","First Run Features","Drama","NR"
"I Sell the Dead","Aug 7, 2009","IFC Films","Horror","NR"
"Kaminey","Aug 14, 2009","UTV Communications","Thriller/Suspense","NR"
"Wolke Neun","Aug 14, 2009","","","NR"
"Patrik, Age 1.5","Aug 14, 2009","","Comedy","NR"
"American Casino","Aug 14, 2009","Argot Pictures","Documentary","NR"
"Earth Days","Aug 14, 2009","Zeitgeist","Documentary","NR"
"Taxidermia","Aug 14, 2009","Regent Releasing","Comedy","NR"
"Mein Fuhrer: The Truly Truest Truth About Adolf Hitler","Aug 14, 2009","","","NR"
"Confessions of a Ex-Doofus-Itchy Footed Mutha","Aug 14, 2009","Self Distributed","Adventure","NR"
"La mujer sin cabeza","Aug 19, 2009","Strand","Drama","NR"
"Art & Copy","Aug 21, 2009","Seventh Art Releasing","Documentary","NR"
"Sikandar","Aug 21, 2009","Reliance Big Pictures","","NR"
"Still Walking","Aug 28, 2009","IFC Films","","NR"
"We Live in Public","Aug 28, 2009","Abramorama Films","Documentary","NR"
"Daddy Cool","Aug 28, 2009","Big Pictures","","NR"
"Sandstorm","Sep 4, 2009","Self Distributed","Drama","NR"
"Crude","Sep 9, 2009","First Run Features","Documentary","NR"
"The Big Gay Musical","Sep 11, 2009","Self Distributed","Musical","NR"
"The Horse Boy","Sep 11, 2009","Zeitgeist","Documentary","NR"
"No Impact Man","Sep 11, 2009","Oscilloscope Pictures","Documentary","NR"
"Gogol Bordello Non-Stop","Sep 11, 2009","Lorber Films","","NR"
"Donne-moi la main","Sep 11, 2009","Strand","Drama","NR"
"Dil Bole Hadippa!","Sep 18, 2009","Yash Raj Films","","NR"
"Wanted","Sep 18, 2009","Eros Entertainment","","NR"
"35 Rhums","Sep 18, 2009","Cinema Guild","Drama","NR"
"Teza","Sep 18, 2009","Mypheduh Film","","NR"
"Devil Girl","Sep 18, 2009","Nocturnal Features","","NR"
"What's Your Raashee?","Sep 25, 2009","","","NR"
"La Boheme","Sep 25, 2009","Emerging Pictures","","NR"
"Brief Interviews with Hideous Men","Sep 25, 2009","IFC Films","","NR"
"Blind Date","Sep 25, 2009","Variance Films","","NR"
"Wake Up Sid","Oct 2, 2009","UTV Communications","","NR"
"Do Knot Disturb","Oct 2, 2009","Big Pictures","Comedy","NR"
"Fallen Idol: The Yuri Gagarin Conspiracy","Oct 2, 2009","Indican Pictures","Documentary","NR"
"An American Journey","Oct 2, 2009","Lorber Films","Documentary","NR"
"Afterschool","Oct 2, 2009","IFC Films","Drama","NR"
"The Yes Men Fix the World","Oct 7, 2009","Shadow","Documentary","NR"
"Visual Acoustics","Oct 9, 2009","Arthouse Films","Documentary","NR"
"The Wedding Song","Oct 9, 2009","Strand","","NR"
"Peter and Vandy","Oct 9, 2009","Strand","","NR"
"La Nana","Oct 16, 2009","Elephant Eye Films","Drama","NR"
"The Little Traitor","Oct 16, 2009","Westchester Films","Drama","NR"
"BLUE","Oct 16, 2009","Viva Entertainment","Action","NR"
"Main Aurr Mrs. Khanna","Oct 16, 2009","UTV Communications","","NR"
"All the Best: Fun Begins","Oct 16, 2009","Yash Raj Films","","NR"
"Food Beware","Oct 16, 2009","First Run Features","Documentary","NR"
"Cowboy and Lucky","Oct 22, 2009","Self Distributed","","NR"
"Antichrist","Oct 23, 2009","IFC Films","Drama","NR"
"Killing Kasztner","Oct 23, 2009","GR Films","","NR"
"London Dreams","Oct 30, 2009","Studio 18","Drama","NR"
"Storm","Oct 30, 2009","Film Movement","Drama","NR"
"New Year Parade","Oct 30, 2009","","Drama","NR"
"La Danse","Nov 4, 2009","Zipporah","Documentary","NR"
"Ajab Prem Ki Ghazab Kahani","Nov 6, 2009","Viva Entertainment","Comedy","NR"
"Collapse","Nov 6, 2009","Vitagraph Films","Documentary","NR"
"Four Seasons Lodge","Nov 11, 2009","","","NR"
"The Good Soldier","Nov 11, 2009","Artistic License","Documentary","NR"
"William Kunstler: Disturbing the Universe","Nov 13, 2009","Arthouse Films","Documentary","NR"
"The End of Poverty?","Nov 13, 2009","Cinema Libre","Documentary","NR"
"Oh My God","Nov 13, 2009","Mitropoulos Films","Documentary","NR"
"Uncertainty","Nov 13, 2009","IFC Films","Drama","NR"
"Tum Mile","Nov 13, 2009","Viva Entertainment","Drama","NR"
"Solnstse","Nov 18, 2009","Lorber Films","Drama","NR"
"Kurbaan","Nov 20, 2009","UTV Communications","","NR"
"Until the Light Takes Us","Nov 20, 2009","Variance Films","Documentary","NR"
"The Missing Person","Nov 20, 2009","Strand","","NR"
"Defamation","Nov 20, 2009","First Run Features","","NR"
"Mammoth","Nov 20, 2009","IFC Films","Drama","NR"
"De Dana Dan","Nov 25, 2009","","Comedy","NR"
"Home","Nov 27, 2009","Lorber Films","Drama","NR"
"Paa","Dec 4, 2009","Big Pictures","","NR"
"One Peace at a Time","Dec 4, 2009","Monterey Media","Documentary","NR"
"Rocket Singh: Salesman of the Year","Dec 11, 2009","Yash Raj Films","","NR"
"A Town Called Panic","Dec 16, 2009","Zeitgeist","Adventure","NR"
"Ricky","Dec 16, 2009","IFC Films","","NR"
"Polițist, Adjectiv","Dec 23, 2009","","Drama","NR"
"Sita Sings the Blues","Dec 25, 2009","Self Distributed","Musical","NR"
"Gigante","Dec 30, 2009","Film Movement","","NR"
"Shanghai Red","Jan 1, 2010","Indican Pictures","Thriller/Suspense","NR"
"Sweetgrass","Jan 6, 2010","Cinema Guild","Documentary","NR"
"Nora Inu","Jan 6, 2010","Janus Films","","NR"
"Dulha Mil Gaya","Jan 8, 2010","Viva Entertainment","Comedy","NR"
"In Search of Memory","Jan 8, 2010","Icarus Films","","NR"
"Waiting for Armageddon","Jan 8, 2010","First Run Features","","NR"
"Brutal Beauty: Tales of the Rose City Rollers","Jan 8, 2010","Cinema Purgatorio","Documentary","NR"
"Fish Tank","Jan 15, 2010","","","NR"
"Hausu","Jan 15, 2010","Janus Films","Horror","NR"
"Chance Pe Dance","Jan 15, 2010","UTV Communications","","NR"
"Glorious Exit","Jan 15, 2010","ArtMattan Productions","","NR"
"Veer","Jan 22, 2010","Eros Entertainment","","NR"
"La fille du RER","Jan 22, 2010","Strand","Drama","NR"
"Misconceptions","Jan 22, 2010","Regent Releasing","Comedy","NR"
"Watercolors","Jan 22, 2010","Regent Releasing","Drama","NR"
"Drool","Jan 22, 2010","Strand","","NR"
"The Weathered Underground","Jan 26, 2010","Indican Pictures","Multiple Genres","NR"
"North Face","Jan 29, 2010","Music Box Films","","NR"
"The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers","Jan 29, 2010","First Run Features","Documentary","NR"
"L’affaire Farewell","Jan 29, 2010","NeoClassics Films","Thriller/Suspense","NR"
"Rann","Jan 29, 2010","Studio 18","Drama","NR"
"Ishqiya","Jan 29, 2010","Viva Entertainment","Black Comedy","NR"
"Off and Running","Jan 29, 2010","First Run Features","Documentary","NR"
"Sof Shavua B'Tel Aviv","Jan 29, 2010","Film Movement","Drama","NR"
"Ajami","Feb 3, 2010","Kino International","Drama","NR"
"Frygtelig Lykkelig","Feb 5, 2010","Oscilloscope Pictures","","NR"
"The Red Riding Trilogy: 1983","Feb 5, 2010","IFC Films","Drama","NR"
"The Red Riding Trilogy: 1974","Feb 5, 2010","IFC Films","Drama","NR"
"Eyes Wide Open","Feb 5, 2010","New American Vision","","NR"
"The Korean","Feb 5, 2010","Indican Pictures","Action","NR"
"Videocracy","Feb 12, 2010","Kino International","","NR"
"October Country","Feb 12, 2010","International Film …","Documentary","NR"
"American Radical: The Trials of Norman Finkelstein","Feb 12, 2010","Typecast Releasing","","NR"
"Lourdes","Feb 17, 2010","Pallisades Tartan","Drama","NR"
"2010 Oscar Shorts","Feb 19, 2010","Shorts International","Multiple Genres","NR"
"The Last New Yorker","Feb 19, 2010","Brink Film","Drama","NR"
"Phyllis and Harold","Feb 19, 2010","Rainbow Releasing","Documentary","NR"
"Karthik Calling Karthik","Feb 26, 2010","Eros Entertainment","","NR"
"Prodigal Sons","Feb 26, 2010","First Run Features","","NR"
"Teen Patti","Feb 26, 2010","","","NR"
"Toe to Toe","Feb 26, 2010","Strand","","NR"
"45365","Feb 26, 2010","Seventh Art Releasing","Documentary","NR"
"Harlan: In the Shadow of Jew Suss","Mar 3, 2010","Zeitgeist","","NR"
"The Secret of Kells","Mar 5, 2010","GKIDS","Adventure","NR"
"Atithi Tum Kab Jaoge?","Mar 5, 2010","Viva Entertainment","Comedy","NR"
"Tirez sur le pianiste","Mar 5, 2010","Janus Films","Thriller/Suspense","NR"
"Le hérisson","Mar 12, 2010","NeoClassics Films","Drama","NR"
"Harimaya Bridge, The","Mar 12, 2010","Eleven Arts","Drama","NR"
"The Exploding Girl","Mar 12, 2010","Oscilloscope Pictures","Drama","NR"
"Children of Invention","Mar 12, 2010","The Kids Are Alrigh…","","NR"
"Tales From the Script","Mar 12, 2010","First Run Features","","NR"
"My Year Without Sex","Mar 12, 2010","Strand","Comedy","NR"
"Pranzo di ferragosto","Mar 17, 2010","Zeitgeist","Comedy","NR"
"Vincere","Mar 19, 2010","IFC Films","Drama","NR"
"Kimjongilia","Mar 19, 2010","Kino International","","NR"
"Terkel i knibe","Mar 26, 2010","","Adventure","NR"
"Prince","Mar 26, 2010","Viva Entertainment","","NR"
"Dancing Across Borders","Mar 26, 2010","First Run Features","Documentary","NR"
"Barbe Bleue","Mar 26, 2010","Strand","Drama","NR"
"Lbs.","Mar 26, 2010","Truly Indie","Comedy","NR"
"Just Say Love","Mar 26, 2010","Regent Releasing","","NR"
"Breath Made Visible","Apr 2, 2010","Argot Pictures","Documentary","NR"
"Breaking Upwards","Apr 2, 2010","IFC Films","","NR"
"The Thorn in the Heart","Apr 2, 2010","Oscilloscope Pictures","Documentary","NR"
"Women Without Men","Apr 9, 2010","","","NR"
"The Cremaster Cycle","Apr 9, 2010","International Film …","Drama","NR"
"Valley of the Hearts Delight","Apr 9, 2010","Indican Pictures","Drama","NR"
"Alle Anderen","Apr 9, 2010","Cinema Guild","Drama","NR"
"2012: Time for Change","Apr 9, 2010","Mangusta Productions","Documentary","NR"
"Phish 3D","Apr 16, 2010","Cinedigm","Concert/Performance","NR"
"Kasi az Gorbehaye Irani Khabar Nadareh","Apr 16, 2010","","Drama","NR"
"The Cartel","Apr 16, 2010","","Documentary","NR"
"Nobody's Perfect","Apr 16, 2010","Lorber Films","Documentary","NR"
"Best Worst Movie","Apr 23, 2010","Area 23a","","NR"
"Feed the Fish","Apr 23, 2010","Strand","Romantic Comedy","NR"
"Behind the Burly Q","Apr 23, 2010","First Run Features","Documentary","NR"
"Housefull","Apr 30, 2010","Eros Entertainment","Romantic Comedy","NR"
"It's a Bash!","Apr 30, 2010","","Documentary","NR"
"The Oath","May 7, 2010","Zeitgeist","Documentary","NR"
"Trash Humpers","May 7, 2010","","Comedy","NR"
"Welcome","May 7, 2010","","Drama","NR"
"Happiness Runs","May 7, 2010","Strand","Drama","NR"
"Carbon Nation","May 7, 2010","","Documentary","NR"
"Beetle Queen Conquers Tokyo","May 12, 2010","Argot Pictures","Documentary","NR"
"Looking for Eric","May 14, 2010","IFC Films","","NR"
"Deadfall Trail","May 14, 2010","Nocturnal Features","Horror","NR"
"Tamo i ovde","May 14, 2010","","Comedy","NR"
"Deux de la vague","May 19, 2010","Lorber Films","Documentary","NR"
"Kites","May 21, 2010","Big Pictures","Thriller/Suspense","NR"
"Le père de mes enfants","May 21, 2010","IFC Films","Drama","NR"
"John Rabe","May 21, 2010","Strand","","NR"
"After the Cup: Sons of Sakhnin United","May 21, 2010","Variance Films","Documentary","NR"
"Django","May 25, 2010","Rialto Pictures","Western","NR"
"Sea Rex 3D: Journey to a Prehistoric World","May 28, 2010","3D Entertainment","Documentary","NR"
"Mademoiselle Chambon","May 28, 2010","Lorber Films","","NR"
"Raw Faith","May 28, 2010","Alive Mind","Documentary","NR"
"Double Take","Jun 2, 2010","Kino International","Documentary","NR"
"Raajneeti","Jun 4, 2010","UTV Communications","","NR"
"Rosencrantz and Guildenstein are Undead","Jun 4, 2010","Indican Pictures","Comedy","NR"
"Living in Emergency","Jun 4, 2010","Bev Pictures","Documentary","NR"
"Rush: Beyond the Lighted Stage","Jun 4, 2010","","Documentary","NR"
"Cropsey","Jun 4, 2010","","Documentary","NR"
"BoyBand","Jun 4, 2010","Artigo Ajemian Films","Comedy","NR"
"Chun Feng Chen Zui De Ye Wan","Jun 4, 2010","Strand","Drama","NR"
"Whiz Kids","Jun 4, 2010","Shadow","Documentary","NR"
"Convention","Jun 4, 2010","IFC Films","","NR"
"Les amours imaginaires","Jun 11, 2010","IFC Films","Drama","NR"
"The Lottery","Jun 11, 2010","Variance Films","","NR"
"Stonewall Uprising","Jun 16, 2010","First Run Features","Documentary","NR"
"Raavan","Jun 18, 2010","Big Pictures","","NR"
"Parlez-moi de la pluie","Jun 18, 2010","IFC Films","Comedy","NR"
"Le Amiche","Jun 18, 2010","The Film Desk","Drama","NR"
"The Nature of Existence","Jun 18, 2010","Walking Shadows","Documentary","NR"
"American Grindhouse","Jun 18, 2010","Lorber Films","Documentary","NR"
"South of the Border","Jun 25, 2010","Cinema Libre","Documentary","NR"
"Kynodontas","Jun 25, 2010","Kino International","Drama","NR"
"I Hate Luv Storys","Jul 2, 2010","UTV Communications","Romantic Comedy","NR"
