"Movie","ReleaseDate","ProductionBudget","DomesticGross","WorldwideGross","Distributor","Genre","Rating"
"Bram Stoker's Dracula","11/13/1992","$40,000,000","$82,522,790","$215,862,692","Sony Pictures","Horror","R"
"Eight Below","02/17/2006","$40,000,000","$81,612,565","$120,455,994","Walt Disney","Adventure","PG"
"The Talented Mr. Ripley","12/24/1999","$40,000,000","$81,292,135","$128,792,135","Paramount Pictures","Drama","R"
"The Intern","09/25/2015","$40,000,000","$75,764,672","$197,232,734","Warner Bros.","Comedy","PG-13"
"The Last of the Mohicans","09/25/1992","$40,000,000","$75,505,856","$75,505,856","20th Century Fox","Action","R"
"Ray","10/29/2004","$40,000,000","$75,305,995","$124,823,094","Universal","Drama","PG-13"
"Sin City","04/01/2005","$40,000,000","$74,103,820","$158,527,918","Miramax/Dimension","Action","R"
"Bridge of Spies","10/16/2015","$40,000,000","$72,313,754","$162,610,473","Walt Disney","Thriller/Suspense","PG-13"
"Vantage Point","02/22/2008","$40,000,000","$72,266,306","$150,886,329","Sony Pictures","Thriller/Suspense","PG-13"
"I Love You, Man","03/20/2009","$40,000,000","$71,440,011","$91,729,503","Paramount Pictures","Comedy","R"
"Shallow Hal","11/09/2001","$40,000,000","$70,836,296","$70,836,296","20th Century Fox","Romantic Comedy","PG-13"
"JFK","12/20/1991","$40,000,000","$70,405,498","$205,400,000","Warner Bros.","Drama","R"
"Big Momma's House 2","01/27/2006","$40,000,000","$70,165,972","$137,047,376","20th Century Fox","Comedy","PG-13"
"Hacksaw Ridge","11/04/2016","$40,000,000","$67,209,615","$158,701,644","Lionsgate","Drama","R"
"The Mexican","03/02/2001","$40,000,000","$66,808,615","$145,238,250","Dreamworks SKG","Action","R"
"The Final Destination","08/28/2009","$40,000,000","$66,477,700","$187,384,627","Warner Bros.","Horror","R"
"17 Again","04/17/2009","$40,000,000","$64,167,069","$139,474,906","Warner Bros.","Comedy","PG-13"
"Unknown","02/18/2011","$40,000,000","$63,686,397","$136,123,083","Warner Bros.","Thriller/Suspense","PG-13"
"Get Him to the Greek","06/04/2010","$40,000,000","$61,153,526","$91,455,875","Universal","Comedy","R"
"Gothika","11/21/2003","$40,000,000","$59,588,068","$141,484,812","Warner Bros.","Horror","R"
"Behind Enemy Lines","11/30/2001","$40,000,000","$58,855,732","$58,855,732","20th Century Fox","Action","PG-13"
"The Lincoln Lawyer","03/18/2011","$40,000,000","$58,009,200","$87,145,086","Lionsgate","Thriller/Suspense","R"
"Shall We Dance?","10/15/2004","$40,000,000","$57,887,882","$118,097,882","Miramax","Romantic Comedy","PG-13"
"Invincible","08/25/2006","$40,000,000","$57,806,952","$58,501,127","Walt Disney","Drama","PG"
"Escape From Planet Earth","02/15/2013","$40,000,000","$57,012,977","$74,156,610","Weinstein Co.","Adventure","PG"
"Small Soldiers","07/10/1998","$40,000,000","$55,143,823","$71,743,823","Dreamworks SKG","Adventure","PG-13"
"Spawn","07/31/1997","$40,000,000","$54,979,992","$87,949,859","New Line","Action","PG-13"
"Horrible Bosses 2","11/26/2014","$40,000,000","$54,445,357","$105,945,357","Warner Bros.","Comedy","R"
"The Count of Monte Cristo","01/25/2002","$40,000,000","$54,228,104","$75,389,090","Walt Disney","Drama","PG-13"
"The Prestige","10/20/2006","$40,000,000","$53,089,891","$104,407,366","Walt Disney","Thriller/Suspense","PG-13"
"The Lake House","06/16/2006","$40,000,000","$52,330,111","$114,830,111","Warner Bros.","Drama","PG"
"Predators","07/09/2010","$40,000,000","$52,000,688","$127,234,389","20th Century Fox","Action","R"
"The Odd Life of Timothy Green","08/15/2012","$40,000,000","$51,853,450","$55,249,159","Walt Disney","Drama","PG"
"The Living Daylights","07/31/1987","$40,000,000","$51,185,000","$191,200,000","MGM","Action","PG"
"Apocalypto","12/08/2006","$40,000,000","$50,866,635","$121,032,272","Walt Disney","Adventure","R"
"Music and Lyrics","02/14/2007","$40,000,000","$50,572,589","$146,196,885","Warner Bros.","Romantic Comedy","PG-13"
"Legal Eagles","06/18/1986","$40,000,000","$49,851,591","$49,851,591","Universal","Comedy","PG"
"Secret Window","03/12/2004","$40,000,000","$47,958,031","$92,111,551","Sony Pictures","Thriller/Suspense","PG-13"
"The Skeleton Key","08/12/2005","$40,000,000","$47,907,715","$92,256,918","Universal","Horror","PG-13"
"Jersey Boys","06/20/2014","$40,000,000","$47,047,013","$65,282,732","Warner Bros.","Drama","R"
"Made of Honor","05/02/2008","$40,000,000","$46,012,734","$106,548,738","Sony Pictures","Romantic Comedy","PG-13"
"The Rainmaker","11/21/1997","$40,000,000","$45,916,769","$45,916,769","Paramount Pictures","Drama","PG-13"
"Medicine Man","02/07/1992","$40,000,000","$44,948,240","$44,948,240","Walt Disney","Drama","PG-13"
"Amistad","12/12/1997","$40,000,000","$44,212,592","$58,250,151","Dreamworks SKG","Drama","R"
"A Million Ways to Die in The West","05/30/2014","$40,000,000","$42,720,965","$86,778,557","Universal","Comedy","R"
"Final Destination 5","08/12/2011","$40,000,000","$42,587,643","$155,011,165","Warner Bros.","Horror","R"
"Fever Pitch","04/08/2005","$40,000,000","$42,071,069","$50,071,069","20th Century Fox","Comedy","PG-13"
"Aliens vs. Predator - Requiem","12/25/2007","$40,000,000","$41,797,066","$128,884,494","20th Century Fox","Action","R"
"The Water Horse: Legend of the Deep","12/25/2007","$40,000,000","$40,412,817","$103,429,755","Sony Pictures","Drama","PG"
"Sex Tape","07/18/2014","$40,000,000","$38,543,473","$126,069,509","Sony Pictures","Comedy","R"
"Scream 4","04/15/2011","$40,000,000","$38,180,928","$95,989,590","Weinstein/Dimension","Horror","R"
"Ri¢hie Ri¢h","12/21/1994","$40,000,000","$38,087,756","$38,087,756","Warner Bros.","Comedy","PG"
"Autumn in New York","08/11/2000","$40,000,000","$37,752,931","$90,717,684","MGM","Drama","PG-13"
"Paul","03/18/2011","$40,000,000","$37,412,945","$101,162,106","Universal","Comedy","R"
"The Guilt Trip","12/19/2012","$40,000,000","$37,134,215","$41,294,674","Paramount Pictures","Comedy","PG-13"
"Colombiana","08/26/2011","$40,000,000","$36,665,854","$72,295,262","Sony Pictures","Thriller/Suspense","PG-13"
"8MM","02/26/1999","$40,000,000","$36,443,442","$96,398,826","Sony Pictures","Thriller/Suspense","R"
"Hanging Up","02/18/2000","$40,000,000","$36,037,909","$51,867,723","Sony Pictures","Comedy","PG-13"
"The Doors","03/01/1991","$40,000,000","$34,416,893","$34,416,893","Sony Pictures","Drama","R"
"Mickey Blue Eyes","08/20/1999","$40,000,000","$33,864,342","$53,864,342","Warner Bros.","Comedy","PG-13"
"Pay it Forward","10/20/2000","$40,000,000","$33,508,922","$55,696,705","Warner Bros.","Drama","PG-13"
"Arthur","04/08/2011","$40,000,000","$33,035,397","$47,787,943","Warner Bros.","Comedy","PG-13"
"Drillbit Taylor","03/21/2008","$40,000,000","$32,862,104","$49,686,263","Paramount Pictures","Comedy","PG-13"
"Patriots Day","12/21/2016","$40,000,000","$31,886,361","$52,461,361","Lionsgate","Thriller/Suspense","R"
"Extremely Loud and Incredibly Close","12/25/2011","$40,000,000","$31,847,881","$55,247,881","Warner Bros.","Drama","PG-13"
"The Shadow","07/01/1994","$40,000,000","$31,835,600","$31,835,600","Universal","Action","PG-13"
"Morning Glory","11/10/2010","$40,000,000","$31,011,732","$59,795,070","Paramount Pictures","Comedy","PG-13"
"Get Rich or Die Tryin'","11/09/2005","$40,000,000","$30,981,850","$46,666,955","Paramount Pictures","Drama","R"
"The Art of War","08/25/2000","$40,000,000","$30,199,105","$30,199,105","Warner Bros.","Thriller/Suspense","R"
"Grudge Match","12/25/2013","$40,000,000","$29,807,260","$69,807,260","Warner Bros.","Comedy","PG-13"
"Bless the Child","08/11/2000","$40,000,000","$29,374,178","$40,435,694","Paramount Pictures","Thriller/Suspense","R"
"Rent","11/23/2005","$40,000,000","$29,077,547","$31,670,620","Sony Pictures","Musical","PG-13"
"The Out-of-Towners","04/02/1999","$40,000,000","$28,544,120","$28,544,120","Paramount Pictures","Comedy","PG-13"
"The Nut Job 2: Nutty by Nature","08/11/2017","$40,000,000","$28,370,522","$58,097,926","Open Road","Adventure","PG"
"The Island of Dr. Moreau","08/23/1996","$40,000,000","$27,682,712","$27,682,712","New Line","Adventure","PG-13"
"The Musketeer","09/07/2001","$40,000,000","$27,053,815","$27,053,815","Universal","Adventure","PG-13"
"Resident Evil: The Final Chapter","01/27/2017","$40,000,000","$26,844,692","$307,353,906","Sony Pictures","Action","R"
"The Other Boleyn Girl","02/29/2008","$40,000,000","$26,814,957","$78,269,970","Sony Pictures","Drama","PG-13"
"The House","06/30/2017","$40,000,000","$25,584,504","$31,192,743","Warner Bros.","Comedy","R"
"Sweet November","02/16/2001","$40,000,000","$25,288,103","$65,754,228","Warner Bros.","Drama","PG-13"
"The Reaping","04/05/2007","$40,000,000","$25,126,214","$62,226,214","Warner Bros.","Horror","R"
"Season of the Witch","01/07/2011","$40,000,000","$24,827,228","$91,126,600","Relativity","Thriller/Suspense","PG-13"
"Renaissance Man","06/03/1994","$40,000,000","$24,172,899","$24,172,899","Walt Disney","Comedy","PG-13"
"Quest for Camelot","05/15/1998","$40,000,000","$22,772,500","$38,172,500","Warner Bros.","Adventure","G"
"City by the Sea","09/06/2002","$40,000,000","$22,433,915","$22,433,915","Warner Bros.","Drama","R"
"At First Sight","01/15/1999","$40,000,000","$22,365,133","$22,365,133","MGM","Drama","PG-13"
"Torque","01/16/2004","$40,000,000","$21,176,322","$46,176,322","Warner Bros.","Action","PG-13"
"Fantastic Mr. Fox","11/13/2009","$40,000,000","$21,002,919","$47,085,064","20th Century Fox","Adventure","PG"
"Showgirls","09/22/1995","$40,000,000","$20,350,754","$37,750,754","MGM","Drama","NC17"
"City Hall","02/16/1996","$40,000,000","$20,278,055","$20,278,055","Sony Pictures","Drama","R"
"Big Miracle","02/03/2012","$40,000,000","$20,157,300","$25,268,680","Universal","Drama","PG"
"The Impossible","12/21/2012","$40,000,000","$19,019,882","$169,590,606","Lionsgate","Drama","PG-13"
"A Thousand Words","03/09/2012","$40,000,000","$18,450,127","$20,790,486","Paramount Pictures","Comedy","PG-13"
"Marie Antoinette","10/20/2006","$40,000,000","$15,962,471","$60,862,471","Sony Pictures","Drama","PG-13"
"Get Carter","10/06/2000","$40,000,000","$14,967,182","$19,417,182","Warner Bros.","Drama","R"
"Kiss of Death","04/21/1995","$40,000,000","$14,942,422","$14,942,422","20th Century Fox","Drama","R"
"Life, or Something Like It","04/26/2002","$40,000,000","$14,448,589","$14,448,589","20th Century Fox","Romantic Comedy","PG-13"
"Memoirs of an Invisible Man","02/28/1992","$40,000,000","$14,358,033","$14,358,033","Warner Bros.","Comedy","PG-13"
"Amelia","10/23/2009","$40,000,000","$14,279,575","$19,756,077","Fox Searchlight","Drama","PG"
"Cirque du Freak: The Vampire's Assistant","10/23/2009","$40,000,000","$14,046,595","$39,753,957","Universal","Action","PG-13"
"New York Minute","05/07/2004","$40,000,000","$14,018,364","$21,215,882","Warner Bros.","Comedy","PG"
"The Deep End of the Ocean","03/12/1999","$40,000,000","$13,508,635","$13,508,635","Sony Pictures","Drama","PG-13"
"Alfie","11/05/2004","$40,000,000","$13,395,939","$35,195,939","Paramount Pictures","Comedy","R"
"FearDotCom","08/30/2002","$40,000,000","$13,208,023","$13,208,023","Warner Bros.","Horror","R"
"Soul Men","11/07/2008","$40,000,000","$12,082,391","$12,345,883","MGM","Comedy","R"
"The Gunman","03/20/2015","$40,000,000","$10,664,749","$13,644,292","Open Road","Thriller/Suspense","R"
"Universal Soldier II: The Return","08/20/1999","$40,000,000","$10,447,421","$10,717,421","Sony Pictures","Action","R"
"Pandorum","09/25/2009","$40,000,000","$10,330,853","$17,033,431","Overture Films","Horror","R"
"Duplex","09/26/2003","$40,000,000","$9,652,000","$10,070,651","Miramax","Comedy","PG-13"
"Paranoia","08/16/2013","$40,000,000","$7,388,654","$16,173,593","Relativity","Thriller/Suspense","PG-13"
"Raise the Titanic","08/01/1980","$40,000,000","$7,000,000","$7,000,000","Associated Film Dis…","","PG"
"Baahubali: The Beginning","07/10/2015","$40,000,000","$6,738,000","$26,736,665","Bluesky Cinemas","Action","NR"
"Impostor","01/04/2002","$40,000,000","$6,114,237","$7,974,607","Miramax","Thriller/Suspense","PG-13"
"Victor Frankenstein","11/25/2015","$40,000,000","$5,775,076","$33,175,076","20th Century Fox","Thriller/Suspense","PG-13"
"Extreme Ops","11/27/2002","$40,000,000","$4,835,968","$12,624,471","Paramount Pictures","Action","PG-13"
"Just Visiting","04/06/2001","$40,000,000","$4,777,007","$16,172,200","Walt Disney","Comedy","PG-13"
"Snowpiercer","06/27/2014","$40,000,000","$4,563,029","$88,069,880","RADiUS-TWC","Thriller/Suspense","R"
"Sunshine","07/20/2007","$40,000,000","$3,688,560","$32,030,610","Fox Searchlight","Thriller/Suspense","R"
"The Hudsucker Proxy","03/11/1994","$40,000,000","$2,816,518","$14,938,149","Warner Bros.","Comedy","PG"
"Billy Lynn’s Long Halftime Walk","11/11/2016","$40,000,000","$1,738,477","$25,863,458","Sony Pictures","Drama","R"
"Pirates","07/01/1986","$40,000,000","$1,641,825","$6,341,825","","","R"
"Delgo","12/12/2008","$40,000,000","$915,840","$915,840","Freestyle Releasing","Adventure","PG"
"The Hunting Party","09/07/2007","$40,000,000","$876,671","$7,729,552","Weinstein Co.","Adventure","R"
"Alex Rider: Operation Stormbreaker","10/13/2006","$40,000,000","$659,210","$20,722,450","Weinstein Co.","Action","PG"
"Red Cliff","11/20/2009","$40,000,000","$627,047","$119,627,047","Magnolia Pictures","Action","R"
"The Last Shot","09/24/2004","$40,000,000","$463,730","$463,730","Walt Disney","Comedy","R"
"The Warlords","04/02/2010","$40,000,000","$129,078","$38,899,792","","","R"
"Nomad","03/16/2007","$40,000,000","$79,123","$79,123","Weinstein Co.","Drama","R"
"USS Indianapolis: Men of Courage","11/11/2016","$40,000,000","$0","$1,641,255","Saban Films","Drama","R"
"The Time Traveler's Wife","08/14/2009","$39,000,000","$63,414,846","$102,332,135","Warner Bros.","Drama","PG-13"
"Superman III","06/17/1983","$39,000,000","$59,950,623","$59,950,623","Warner Bros.","Adventure","PG"
"Because I Said So","02/02/2007","$39,000,000","$42,674,040","$69,538,833","Universal","Comedy","PG-13"
"Frankenweenie","10/05/2012","$39,000,000","$35,287,788","$81,150,788","Walt Disney","Adventure","PG"
"Sgt. Bilko","03/29/1996","$39,000,000","$30,356,589","$37,956,589","Universal","Comedy","PG"
"Serenity","09/30/2005","$39,000,000","$25,514,517","$40,319,440","Universal","Action","PG-13"
"Against the Ropes","02/20/2004","$39,000,000","$5,881,504","$6,429,865","Paramount Pictures","Drama","PG-13"
"Yi dai zong shi","08/23/2013","$38,600,000","$6,594,959","$57,987,299","Weinstein Co.","Action","PG-13"
"The Fast and the Furious","06/22/2001","$38,000,000","$144,512,310","$206,512,310","Universal","Action","PG-13"
"Sweet Home Alabama","09/27/2002","$38,000,000","$127,214,072","$182,365,114","Walt Disney","Comedy","PG-13"
"The Ugly Truth","07/24/2009","$38,000,000","$88,915,214","$205,298,907","Sony Pictures","Romantic Comedy","R"
"Spy Kids 2: The Island of Lost Dreams","08/07/2002","$38,000,000","$85,846,296","$119,721,296","Miramax/Dimension","Adventure","PG"
"Star Trek: Generations","11/18/1994","$38,000,000","$75,671,262","$120,000,000","Paramount Pictures","Adventure","PG"
"Captain Underpants: The First Epic Movie","06/02/2017","$38,000,000","$73,921,000","$123,261,024","20th Century Fox","Adventure","PG"
"Paul Blart: Mall Cop 2","04/17/2015","$38,000,000","$71,038,190","$107,597,242","Sony Pictures","Adventure","PG"
"Mouse Hunt","12/19/1997","$38,000,000","$61,894,591","$61,894,591","Dreamworks SKG","Adventure","PG"
"Why Him?","12/23/2016","$38,000,000","$60,323,786","$117,523,786","20th Century Fox","Comedy","R"
"Water for Elephants","04/22/2011","$38,000,000","$58,709,717","$116,809,717","20th Century Fox","Drama","PG-13"
"Life as We Know It","10/08/2010","$38,000,000","$53,374,681","$105,887,837","Warner Bros.","Romantic Comedy","PG-13"
"The Hurricane","12/29/1999","$38,000,000","$50,699,241","$73,956,241","Universal","Drama","R"
"Riddick","09/06/2013","$38,000,000","$42,025,135","$94,763,758","Universal","Action","R"
"Heartbreakers","03/23/2001","$38,000,000","$40,334,024","$57,753,825","MGM","Comedy","PG-13"
"Enough","05/24/2002","$38,000,000","$39,177,215","$50,970,660","Sony Pictures","Thriller/Suspense","PG-13"
"The 5th Wave","01/22/2016","$38,000,000","$34,912,982","$111,336,398","Sony Pictures","Action","PG-13"
"Push","02/06/2009","$38,000,000","$31,811,527","$44,411,527","Summit Entertainment","Thriller/Suspense","PG-13"
"Rush","09/20/2013","$38,000,000","$26,947,624","$98,230,839","Universal","Drama","R"
"Angel Eyes","05/18/2001","$38,000,000","$24,044,532","$29,544,532","Warner Bros.","Drama","R"
"Joe Somebody","12/21/2001","$38,000,000","$22,770,864","$24,515,990","20th Century Fox","Comedy","PG"
"The Ninth Gate","03/10/2000","$38,000,000","$18,653,746","$58,394,308","Artisan","Thriller/Suspense","R"
"Only the Brave","10/20/2017","$38,000,000","$18,340,051","$20,756,207","Sony Pictures","Drama","PG-13"
"Extreme Measures","09/27/1996","$38,000,000","$17,378,193","$17,378,193","Sony Pictures","Drama","R"
"Rock Star","09/07/2001","$38,000,000","$16,991,902","$19,317,765","Warner Bros.","Drama","R"
"The Thing","10/14/2011","$38,000,000","$16,928,670","$27,501,814","Universal","Horror","R"
"White Squall","02/02/1996","$38,000,000","$10,229,300","$10,229,300","Walt Disney","Adventure","PG-13"
"City of Ember","10/10/2008","$38,000,000","$7,871,693","$17,830,244","20th Century Fox","Adventure","PG"
"Switchback","10/31/1997","$38,000,000","$6,504,442","$6,504,442","Paramount Pictures","Action","R"
"Texas Rangers","11/30/2001","$38,000,000","$623,374","$623,374","Miramax","Western","PG-13"
